Clip,TotalFrames,TotalGoodFrames,TotalFrontalImageFrames,TotalBackImageFrames,TotalFemaleFrames,TotalSelfFrames,TotalEnvirFrames,TotalBadTrackFrames,MaleID,EyeRecord,ROI,Count,PixelSize,TotalPixels,TotalPixelsWithoutHeadCrest,RelativePixelSize,LnTotalFramesImage,OtherMaleID,ClipType
04-08-13_No75_122899,25,25,25,0,0,0,0,0,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,3.2188758248682,61,NonDirected
04-08-13_No75_122899,25,25,25,0,0,0,0,0,75,L,LowerEyeSpots,25,354602.75,1454589.9,1453677.98,-1.41148113537953,3.2188758248682,61,NonDirected
04-08-13_No75_122899,25,25,25,0,0,0,0,0,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,3.2188758248682,61,NonDirected
04-08-13_No75_122899,25,25,25,0,0,0,0,0,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,3.2188758248682,61,NonDirected
04-08-13_No75_122899,25,25,25,0,0,0,0,0,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,3.2188758248682,61,NonDirected
04-08-13_No75_122899,25,25,25,0,0,0,0,0,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,3.2188758248682,61,NonDirected
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,LowerEyeSpots,81,354602.75,1454589.9,1453677.98,-1.41148113537953,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,UpperEyeSpots,121,619179.94,1454589.9,1453677.98,-0.854083359096807,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.30826769740121,61,Directed
04-08-13_No75_124333,1849,1070,202,57,0,0,811,779,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.30826769740121,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,DenseFeathers,58,25956.24,1454589.9,1453677.98,-4.02606724107353,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,LowerEyeSpots,70,354602.75,1454589.9,1453677.98,-1.41148113537953,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,UpperEyeSpots,644,619179.94,1454589.9,1453677.98,-0.854083359096807,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,UpperFishtail,120,300350.37,1454589.9,1453677.98,-1.57752959101518,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,LowerFishtail,41,129350.24,1454589.9,1453677.98,-2.4199555201454,6.83840520084734,61,Directed
04-08-13_No75_128118,4793,3324,933,0,464,0,1927,1469,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.83840520084734,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,DenseFeathers,81,25956.24,1454589.9,1453677.98,-4.02606724107353,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,UpperEyeSpots,88,619179.94,1454589.9,1453677.98,-0.854083359096807,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.12989871492307,61,Directed
04-08-13_No75_133966,991,828,169,0,108,0,551,163,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.12989871492307,61,Directed
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,LowerEyeSpots,176,354602.75,1454589.9,1453677.98,-1.41148113537953,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,UpperEyeSpots,108,619179.94,1454589.9,1453677.98,-0.854083359096807,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,LowerFishtail,52,129350.24,1454589.9,1453677.98,-2.4199555201454,5.8171111599632,61,NonDirected
04-08-13_No75_153026,462,395,336,0,0,0,59,67,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.8171111599632,61,NonDirected
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,LowerEyeSpots,241,354602.75,1454589.9,1453677.98,-1.41148113537953,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,UpperEyeSpots,16,619179.94,1454589.9,1453677.98,-0.854083359096807,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,UpperFishtail,38,300350.37,1454589.9,1453677.98,-1.57752959101518,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.68697535633982,61,Directed
04-08-13_No75_167609,466,397,295,0,0,0,102,69,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.68697535633982,61,Directed
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,LowerEyeSpots,445,354602.75,1454589.9,1453677.98,-1.41148113537953,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,UpperEyeSpots,101,619179.94,1454589.9,1453677.98,-0.854083359096807,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,UpperFishtail,14,300350.37,1454589.9,1453677.98,-1.57752959101518,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,LowerFishtail,105,129350.24,1454589.9,1453677.98,-2.4199555201454,6.49978704065585,61,NonDirected
04-08-13_No75_172772,1166,959,665,0,0,0,294,207,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.49978704065585,61,NonDirected
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,DenseFeathers,51,25956.24,1454589.9,1453677.98,-4.02606724107353,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,LowerEyeSpots,330,354602.75,1454589.9,1453677.98,-1.41148113537953,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,LowerFishtail,101,129350.24,1454589.9,1453677.98,-2.4199555201454,6.1779441140506,61,Directed
04-08-13_No75_175538,1389,1179,482,0,0,0,697,210,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.1779441140506,61,Directed
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,Body,31,6684.77,1454589.9,1453677.98,-5.38264747962988,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,Scales,18,4049.94,1454589.9,1453677.98,-5.88377721801282,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,DenseFeathers,210,25956.24,1454589.9,1453677.98,-4.02606724107353,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,LowerEyeSpots,468,354602.75,1454589.9,1453677.98,-1.41148113537953,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,UpperFishtail,400,300350.37,1454589.9,1453677.98,-1.57752959101518,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,LowerFishtail,263,129350.24,1454589.9,1453677.98,-2.4199555201454,7.23705902612474,61,NonDirected
04-08-13_No75_180540,3449,2847,1390,82,0,0,1375,602,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.23705902612474,61,NonDirected
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,Body,76,6684.77,1454589.9,1453677.98,-5.38264747962988,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,HeadCrest,43,911.92,1454589.9,1453677.98,-7.37468229626033,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,UpperEyeSpots,119,619179.94,1454589.9,1453677.98,-0.854083359096807,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.47227067367148,61,Directed
04-08-13_No75_193249,497,348,238,0,0,0,110,149,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.47227067367148,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,LowerEyeSpots,190,354602.75,1454589.9,1453677.98,-1.41148113537953,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,UpperEyeSpots,239,619179.94,1454589.9,1453677.98,-0.854083359096807,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,UpperFishtail,100,300350.37,1454589.9,1453677.98,-1.57752959101518,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,LowerFishtail,181,129350.24,1454589.9,1453677.98,-2.4199555201454,6.56526497003536,61,Directed
04-08-13_No75_208497,2277,1805,710,0,421,0,674,472,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.56526497003536,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,HeadCrest,81,911.92,1454589.9,1453677.98,-7.37468229626033,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,LowerEyeSpots,409,354602.75,1454589.9,1453677.98,-1.41148113537953,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,UpperEyeSpots,757,619179.94,1454589.9,1453677.98,-0.854083359096807,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,UpperFishtail,77,300350.37,1454589.9,1453677.98,-1.57752959101518,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,LowerFishtail,49,129350.24,1454589.9,1453677.98,-2.4199555201454,7.22475340576797,61,Directed
04-08-13_No75_65177,4653,3660,1373,25,229,0,2033,993,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.22475340576797,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,Body,21,6684.77,1454589.9,1453677.98,-5.38264747962988,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,LowerEyeSpots,80,354602.75,1454589.9,1453677.98,-1.41148113537953,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,UpperFishtail,61,300350.37,1454589.9,1453677.98,-1.57752959101518,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.08759633523238,61,Directed
04-08-13_No75_74807,304,250,162,0,0,0,88,54,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.08759633523238,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,LowerEyeSpots,253,354602.75,1454589.9,1453677.98,-1.41148113537953,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,UpperEyeSpots,39,619179.94,1454589.9,1453677.98,-0.854083359096807,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,LowerFishtail,40,129350.24,1454589.9,1453677.98,-2.4199555201454,5.80513496891649,61,Directed
04-08-13_No75_92583,1147,685,332,0,0,0,353,462,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.80513496891649,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,Body,30,6684.77,1454589.9,1453677.98,-5.38264747962988,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,LowerEyeSpots,541,354602.75,1454589.9,1453677.98,-1.41148113537953,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,UpperFishtail,170,300350.37,1454589.9,1453677.98,-1.57752959101518,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,6.60800062529609,61,Directed
04-08-13_No75_96138,2811,2120,741,50,0,0,1329,691,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.60800062529609,61,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,LowerEyeSpots,211,354602.75,1454589.9,1453677.98,-1.41148113537953,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,UpperEyeSpots,85,619179.94,1454589.9,1453677.98,-0.854083359096807,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,LowerFishtail,93,129350.24,1454589.9,1453677.98,-2.4199555201454,5.96357934361845,53,Directed
04-09-13_No52_114314,908,629,389,0,86,0,154,279,52,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.96357934361845,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,LowerEyeSpots,237,354602.75,1454589.9,1453677.98,-1.41148113537953,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,LowerFishtail,185,129350.24,1454589.9,1453677.98,-2.4199555201454,6.04500531403601,53,Directed
04-09-13_No52_156212,2091,1683,422,0,223,0,1038,408,52,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.04500531403601,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,LowerEyeSpots,112,354602.75,1454589.9,1453677.98,-1.41148113537953,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,LowerFishtail,24,129350.24,1454589.9,1453677.98,-2.4199555201454,4.91265488573605,53,Directed
04-09-13_No52_161858,652,232,136,0,0,0,96,420,52,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.91265488573605,53,Directed
