Clip,TotalFrames,TotalGoodFrames,TotalFrontalImageFrames,TotalBackImageFrames,TotalFemaleFrames,TotalSelfFrames,TotalEnvirFrames,TotalBadTrackFrames,MaleID,EyeRecord,ROI,Count,PixelSize,TotalPixels,TotalPixelsWithoutHeadCrest,RelativePixelSize,LnTotalFramesImage,OtherMaleID,ClipType
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,UpperEyeSpots,140,619179.94,1454589.9,1453677.98,-0.854083359096807,7.75018416225784,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.75018416225784,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,LowerFishtail,561,129350.24,1454589.9,1453677.98,-2.4199555201454,7.75018416225784,46,Directed
04-17-13_No75_291429,6634,5368,2322,1159,185,70,1632,1266,75,L,Leg,36,13503.73,1454589.9,1453677.98,-4.67951334062883,7.75018416225784,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,Body,43,6684.77,1454589.9,1453677.98,-5.38264747962988,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,DenseFeathers,542,25956.24,1454589.9,1453677.98,-4.02606724107353,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,LowerEyeSpots,1600,354602.75,1454589.9,1453677.98,-1.41148113537953,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,UpperEyeSpots,335,619179.94,1454589.9,1453677.98,-0.854083359096807,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,LowerFishtail,419,129350.24,1454589.9,1453677.98,-2.4199555201454,7.98582466641892,46,Directed
04-17-13_No75_298816,8017,6452,2939,127,460,0,2926,1565,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.98582466641892,46,Directed
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,DenseFeathers,148,25956.24,1454589.9,1453677.98,-4.02606724107353,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,LowerEyeSpots,927,354602.75,1454589.9,1453677.98,-1.41148113537953,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,UpperFishtail,28,300350.37,1454589.9,1453677.98,-1.57752959101518,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,LowerFishtail,75,129350.24,1454589.9,1453677.98,-2.4199555201454,7.07157336421153,46,NonDirected
04-17-13_No75_309832,3469,2622,1178,40,0,0,1404,847,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,7.07157336421153,46,NonDirected
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,Scales,49,4049.94,1454589.9,1453677.98,-5.88377721801282,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,LowerEyeSpots,242,354602.75,1454589.9,1453677.98,-1.41148113537953,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.67332326717149,46,Directed
04-17-13_No75_327069,1925,1708,291,622,0,0,795,217,75,L,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.67332326717149,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,Body,188,6684.77,1454589.9,1453677.98,-5.38264747962988,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,Scales,64,4049.94,1454589.9,1453677.98,-5.88377721801282,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,DenseFeathers,136,25956.24,1454589.9,1453677.98,-4.02606724107353,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,LowerEyeSpots,1338,354602.75,1454589.9,1453677.98,-1.41148113537953,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,UpperEyeSpots,174,619179.94,1454589.9,1453677.98,-0.854083359096807,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,UpperFishtail,19,300350.37,1454589.9,1453677.98,-1.57752959101518,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,LowerFishtail,221,129350.24,1454589.9,1453677.98,-2.4199555201454,7.70165236264223,46,Directed
04-17-13_No75_334967,6456,4565,2212,595,269,0,1489,1891,75,L,Leg,72,13503.73,1454589.9,1453677.98,-4.67951334062883,7.70165236264223,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,Body,66,6684.77,1454589.9,1453677.98,-5.38264747962988,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,DenseFeathers,101,25956.24,1454589.9,1453677.98,-4.02606724107353,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,LowerEyeSpots,1339,354602.75,1454589.9,1453677.98,-1.41148113537953,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,UpperEyeSpots,72,619179.94,1454589.9,1453677.98,-0.854083359096807,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,LowerFishtail,183,129350.24,1454589.9,1453677.98,-2.4199555201454,7.56371966841437,46,Directed
04-17-13_No75_342836,6696,5170,1927,1588,0,60,1595,1526,75,L,Leg,166,13503.73,1454589.9,1453677.98,-4.67951334062883,7.56371966841437,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,Body,38,6684.77,1454589.9,1453677.98,-5.38264747962988,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,DenseFeathers,311,25956.24,1454589.9,1453677.98,-4.02606724107353,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,LowerEyeSpots,1962,354602.75,1454589.9,1453677.98,-1.41148113537953,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,UpperEyeSpots,137,619179.94,1454589.9,1453677.98,-0.854083359096807,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,UpperFishtail,67,300350.37,1454589.9,1453677.98,-1.57752959101518,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,LowerFishtail,177,129350.24,1454589.9,1453677.98,-2.4199555201454,7.95155933115525,46,Directed
04-17-13_No75_350243,7231,6021,2840,945,56,0,2180,1210,75,L,Leg,148,13503.73,1454589.9,1453677.98,-4.67951334062883,7.95155933115525,46,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,LowerEyeSpots,198,354602.75,1454589.9,1453677.98,-1.41148113537953,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.60947179518496,61,Directed
04-19-13_No44_110364,2354,1621,273,0,111,0,1237,733,44,R,Leg,75,13503.73,1454589.9,1453677.98,-4.67951334062883,5.60947179518496,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,LowerEyeSpots,81,354602.75,1454589.9,1453677.98,-1.41148113537953,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,LowerFishtail,197,129350.24,1454589.9,1453677.98,-2.4199555201454,5.62762111369064,61,Directed
04-19-13_No44_114656,1883,1349,278,0,0,165,906,534,44,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.62762111369064,61,Directed
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,4.35670882668959,61,NonDirected
04-19-13_No44_155409,78,78,78,0,0,0,0,0,44,R,Leg,78,13503.73,1454589.9,1453677.98,-4.67951334062883,4.35670882668959,61,NonDirected
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,LowerEyeSpots,79,354602.75,1454589.9,1453677.98,-1.41148113537953,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,LowerFishtail,6,129350.24,1454589.9,1453677.98,-2.4199555201454,5.34710753071747,61,Directed
04-19-13_No44_47596,3551,2367,210,83,0,95,1979,1184,44,R,Leg,125,13503.73,1454589.9,1453677.98,-4.67951334062883,5.34710753071747,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,LowerEyeSpots,343,354602.75,1454589.9,1453677.98,-1.41148113537953,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,LowerFishtail,117,129350.24,1454589.9,1453677.98,-2.4199555201454,6.30444880242198,61,Directed
04-19-13_No44_67008,2323,1833,547,0,0,0,1286,490,44,R,Leg,87,13503.73,1454589.9,1453677.98,-4.67951334062883,6.30444880242198,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,DenseFeathers,159,25956.24,1454589.9,1453677.98,-4.02606724107353,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,LowerEyeSpots,367,354602.75,1454589.9,1453677.98,-1.41148113537953,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,LowerFishtail,255,129350.24,1454589.9,1453677.98,-2.4199555201454,6.66057514983969,61,Directed
04-19-13_No44_84740,5949,3887,781,0,433,13,2660,2062,44,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,6.66057514983969,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,LowerFishtail,72,129350.24,1454589.9,1453677.98,-2.4199555201454,4.27666611901606,61,Directed
04-19-13_No44_96251,72,72,72,0,0,0,0,0,44,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.27666611901606,61,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,DenseFeathers,36,25956.24,1454589.9,1453677.98,-4.02606724107353,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,LowerEyeSpots,123,354602.75,1454589.9,1453677.98,-1.41148113537953,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,UpperFishtail,78,300350.37,1454589.9,1453677.98,-1.57752959101518,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,LowerFishtail,0,129350.24,1454589.9,1453677.98,-2.4199555201454,5.46806014113513,53,Directed
04-19-13_No75_104607,1474,1183,237,0,120,0,826,291,75,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.46806014113513,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,DenseFeathers,44,25956.24,1454589.9,1453677.98,-4.02606724107353,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,LowerEyeSpots,82,354602.75,1454589.9,1453677.98,-1.41148113537953,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,LowerFishtail,263,129350.24,1454589.9,1453677.98,-2.4199555201454,5.96357934361845,53,Directed
04-19-13_No75_110305,4224,2594,389,0,189,31,1985,1630,75,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.96357934361845,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,LowerEyeSpots,0,354602.75,1454589.9,1453677.98,-1.41148113537953,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,LowerFishtail,125,129350.24,1454589.9,1453677.98,-2.4199555201454,4.8283137373023,53,Directed
04-19-13_No75_127700,125,125,125,0,0,0,0,0,75,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,4.8283137373023,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,DenseFeathers,0,25956.24,1454589.9,1453677.98,-4.02606724107353,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,LowerEyeSpots,121,354602.75,1454589.9,1453677.98,-1.41148113537953,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,LowerFishtail,29,129350.24,1454589.9,1453677.98,-2.4199555201454,5.01063529409626,53,Directed
04-19-13_No75_135777,1336,1221,150,0,95,0,976,115,75,R,Leg,0,13503.73,1454589.9,1453677.98,-4.67951334062883,5.01063529409626,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,Body,0,6684.77,1454589.9,1453677.98,-5.38264747962988,5.47227067367148,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,HeadCrest,0,911.92,1454589.9,1453677.98,-7.37468229626033,5.47227067367148,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,Scales,0,4049.94,1454589.9,1453677.98,-5.88377721801282,5.47227067367148,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,DenseFeathers,85,25956.24,1454589.9,1453677.98,-4.02606724107353,5.47227067367148,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,LowerEyeSpots,9,354602.75,1454589.9,1453677.98,-1.41148113537953,5.47227067367148,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,UpperEyeSpots,0,619179.94,1454589.9,1453677.98,-0.854083359096807,5.47227067367148,53,Directed
04-19-13_No75_140306,753,644,238,0,211,0,195,109,75,R,UpperFishtail,0,300350.37,1454589.9,1453677.98,-1.57752959101518,5.47227067367148,53,Directed
